12. Se la dura durezze,(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.d1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",Gm,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/d1v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/12_se_la_dura_durezza_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/12_se_la_dura_durezza_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/12_se_la_dura_durezza_arcadeltJ.mid,1606691831,1606692568
13. Che pi� foco,(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.d2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",Gm,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/d2v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/13_che_piu_foco_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/13_che_piu_foco_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/13_che_piu_foco_arcadeltJ.mid,1606691831,1606692568
14. Io mi rivolgo indietro,(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.d3v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",GM,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/d3v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/14_io_mi_rivolgo_indietro_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/14_io_mi_rivolgo_indietro_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/14_io_mi_rivolgo_indietro_arcadeltJ.mid,1606691831,1606692568
15. Florida mia gentil,(Anonymous),Francesco Vindella,Anonymous,Francesco Vindella,Intavolatura di liuto,1,1546,f.d4v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",GM,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/d4v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/15_florida_mia_gentil_anon.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/15_florida_mia_gentil_anon.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/15_florida_mia_gentil_anon.mid,1606691831,1606692568
16. Fato son esca,(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.e1v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",Fm,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/e1v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/16_fato_son_esca_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/16_fato_son_esca_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/16_fato_son_esca_arcadeltJ.mid,1606691831,1606692568
17. Bella fioret[t]a,(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.e2v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",Fm,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/e2v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/17_bella_fioretta_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/17_bella_fioretta_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/17_bella_fioretta_arcadeltJ.mid,1606691831,1606692568
"18. Deh! Fug[g]ite, O mortali",(Jacques Arcadelt),Francesco Vindella,Jacques Arcadelt,Francesco Vindella,Intavolatura di liuto,1,1546,f.e3v,Sarge Gerbode,Sarge Gerbode,,,,,,,"madrigal, vocal intabulation",GM,4,6-course,,,,https://lutemusic.org/facsimiles/VindellaF/Intavolatura_di_liuto/v.1_1546/e3v.png,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/18_deh_fuggite_o_mortali_arcadeltJ.ft3,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/pdf/18_deh_fuggite_o_mortali_arcadeltJ.pdf,https://lutemusic.org/sources/VindellaF/Intavolatura_di_liuto/v.1_1546/midi/18_deh_fuggite_o_mortali_arcadeltJ.mid,1606691831,1606692568
35. Deutsche Villanella 1,Ohn dich,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.f4va,Sarge Gerbode,Sarge Gerbode,,,,,35. Deutsche Villanella 1,,"vocal intabulation, villanella",CM,2,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/f4v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/35_deudtsche_vilanella_1_ohn_dich.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/35_deudtsche_vilanella_1_ohn_dich.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/35_deudtsche_vilanella_1_ohn_dich.mid,1573937564,1588630257
36. Deutsche Villanella 2,Wenn ich gedenk,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.f4vb,Sarge Gerbode,Sarge Gerbode,,,,,36. Deutsche Villanell� 2,,"vocal intabulation, villanella",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/f4v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/36_deudtsche_vilanella_2_wen_ich_gedenck.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/36_deudtsche_vilanella_2_wen_ich_gedenck.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/36_deudtsche_vilanella_2_wen_ich_gedenck.mid,1573937564,1588630257
37. Deutsche Villanell� 3,Nu bin ich ein mahl frey,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.f4vc,Sarge Gerbode,Sarge Gerbode,,,,,37. Deutsche Villanell� 3,,"vocal intabulation, villanella",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/f4v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/37_deudtsche_vilanella_3_nu_bin_ich.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/37_deudtsche_vilanella_3_nu_bin_ich.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/37_deudtsche_vilanella_3_nu_bin_ich.mid,1573937564,1588630257
39. Deutsche Villanell� 5,Von n�then ist,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1b,Sarge Gerbode,Sarge Gerbode,,,,,39. Deutsche Villanell� 5,,"vocal intabulation, villanella",CM,2,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/39_deudtsche_vilanella_5_von_noeihen_ist.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/39_deudtsche_vilanella_5_von_noeihen_ist.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/39_deudtsche_vilanella_5_von_noeihen_ist.mid,1573937564,1588630257
40. Deutsche Villanell� 6,Wer wird den tr�sten mich?,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1c,Sarge Gerbode,Sarge Gerbode,,,,,40. Deutsche Villanell� 6,,"vocal intabulation, villanella",CM,2,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/40_deudtsche_vilanella_6_wer_wird_denn_troesten_mich.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/40_deudtsche_vilanella_6_wer_wird_denn_troesten_mich.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/40_deudtsche_vilanella_6_wer_wird_denn_troesten_mich.mid,1573937564,1588630257
41. Deutsche Villanella 7,Ich bin zu lange,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1d,Sarge Gerbode,Sarge Gerbode,,,,,41. Deutsche Villanella 7,,"vocal intabulation, villanella",CM,2,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/41_deudtsche_vilanella_7_ich_bin_zu_Lange_gewesen.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/41_deudtsche_vilanella_7_ich_bin_zu_Lange_gewesen.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/41_deudtsche_vilanella_7_ich_bin_zu_Lange_gewesen.mid,1573937564,1588630257
42. Deutsche Villanella 8,Wenn ich der Zeit,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1e,Sarge Gerbode,Sarge Gerbode,,,,,42. Deutsche Villanella 8,,"vocal intabulation, villanella",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/42_deudtsche_vilanella_8_wenn_ich_der_zeit.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/42_deudtsche_vilanella_8_wenn_ich_der_zeit.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/42_deudtsche_vilanella_8_wenn_ich_der_zeit.mid,1573937564,1588630257
43. Neapolitana 1,Canzonette de amore,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1va,Sarge Gerbode,Sarge Gerbode,,,,,43. Neapolitana 1,,"canzonetta, neapolitana",Cm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/43_neapolitan_1_canzonette_de_amore.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/43_neapolitan_1_canzonette_de_amore.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/43_neapolitan_1_canzonette_de_amore.mid,1573937564,1588630257
44. Neapolitan� 2,Mentr'io compai contento,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g1vb,Sarge Gerbode,Sarge Gerbode,,,,,44. Neapolitan� 2,,"vocal intabulation, neapolitana",Fm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g1v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/44_neapolitan_2_mentr_io_compai_contento.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/44_neapolitan_2_mentr_io_compai_contento.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/44_neapolitan_2_mentr_io_compai_contento.mid,1573937564,1588630257
46. Neapolitan� 4,Son questi i crispi crini,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g2a,Sarge Gerbode,Sarge Gerbode,,,,,46. Neapolitan� 4,,"vocal intabulation, neapolitana",Gm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g2.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/46_neapolitan_4_son_questi_i_crispi_crini.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/46_neapolitan_4_son_questi_i_crispi_crini.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/46_neapolitan_4_son_questi_i_crispi_crini.mid,1573937564,1588630257
48. Neapolitan� 6,Chi mira gli occhi tuoi,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g2c,Sarge Gerbode,Sarge Gerbode,,,,,48. Neapolitan� 6,,"vocal intabulation, neapolitana",BbM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g2.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/48_neapolitan_6_chi_mira_gli_occhi_tuoi.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/48_neapolitan_6_chi_mira_gli_occhi_tuoi.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/48_neapolitan_6_chi_mira_gli_occhi_tuoi.mid,1573937564,1588630257
49. Neapolitana 7,,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g2va,Sarge Gerbode,Sarge Gerbode,,,,,49. Neapolitana 7,,"vocal intabulation, neapolitana",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g2v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/49_neapolitan_7.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/49_neapolitan_7.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/49_neapolitan_7.mid,1573937564,1588630257
50. Neapolitana 8,,Matth�us Waissel,,Matth�us Waissel,Lautenbuch,,1592,f.g2vb,Sarge Gerbode,Sarge Gerbode,,,,,50. Neapolitana 8,,"vocal intabulation, neapolitana",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Lautenbuch_1592/g2v.png,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/50_neapolitan_8.ft3,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/pdf/50_neapolitan_8.pdf,https://lutemusic.org/sources/WaisselM/Lautenbuch_1592/midi/50_neapolitan_8.mid,1573937564,1588630257
9. Tantz 1,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b2a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/009_tanz_01.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/009_tanz_01.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/009_tanz_01.mid,1609865195,1609863438
10. Tantz 2,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b2b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",AM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/010_tanz_02.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/010_tanz_02.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/010_tanz_02.mid,1609865195,1609863479
11. Tantz 3,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b2va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/011_tanz_03.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/011_tanz_03.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/011_tanz_03.mid,1609865195,1609863546
12. Tantz 4,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b2vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b2v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/012_tanz_04.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/012_tanz_04.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/012_tanz_04.mid,1609865195,1609863590
13. Tantz 5,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b3a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Cm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/013_tanz_05.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/013_tanz_05.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/013_tanz_05.mid,1609865195,1609863612
14. Tantz 6,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b3b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",CM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b3.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/014_tanz_06.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/014_tanz_06.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/014_tanz_06.mid,1609865195,1609863637
15. Tantz 7,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b3va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/015_tanz_07.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/015_tanz_07.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/015_tanz_07.mid,1609865195,1609863660
16. Tantz 8,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b3vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",CM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b3v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/016_tanz_08.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/016_tanz_08.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/016_tanz_08.mid,1609865195,1609863708
17. Tantz 9,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b4a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b4.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/017_tanz_09.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/017_tanz_09.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/017_tanz_09.mid,1609865195,1609863736
18. Tantz 10,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b4b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b4.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/018_tanz_10.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/018_tanz_10.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/018_tanz_10.mid,1609865195,1609863769
19. Tantz 11,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b4va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",CM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b4v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/019_tanz_11.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/019_tanz_11.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/019_tanz_11.mid,1609865195,1609863815
20. Tantz 12,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.b4vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",EbM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/b4v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/020_tanz_12.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/020_tanz_12.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/020_tanz_12.mid,1609865195,1609863846
21. Tantz 13,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c1a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",GM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c1.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/021_tanz_13.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/021_tanz_13.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/021_tanz_13.mid,1609865195,1609863905
22. Tantz 14,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c1b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",GM,4,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c1.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/022_tanz_14.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/022_tanz_14.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/022_tanz_14.mid,1609865195,1609863930
23. Tantz 15,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c1va,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",Dm,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/023_tanz_15.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/023_tanz_15.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/023_tanz_15.mid,1609865195,1609863952
24. Tantz 16,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c1vb,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c1v.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/024_tanz_16.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/024_tanz_16.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/024_tanz_16.mid,1609865195,1609864028
25. Tantz 17,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c2a,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",BbM,3,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/025_tanz_17.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/025_tanz_17.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/025_tanz_17.mid,1609865195,1609864058
26. Tantz 18,,Matth�us Waissel,,Matth�us Waissel,Tabulatura Allerley kunstlicher Preambulen,,1592,f.c2b,Sarge Gerbode,Sarge Gerbode,,,,,,,"tanz,sprung",FM,2,6-course,,,,https://lutemusic.org/facsimiles/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/c2.png,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/026_tanz_18.ft3,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/pdf/026_tanz_18.pdf,https://lutemusic.org/sources/WaisselM/Tabulatura_Allerley_kunstlicher_Preambulen_1592/midi/026_tanz_18.mid,1609865195,1609864096
